localId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,description,imageUrls,imageCount,registrationDocument,kzEvidence,status,reviewReasons,sourcePageUrl
okklyudator-art-3418-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ОККЛЮДАТОР арт.3418 ПП,00000071565,00000071565,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Окклюдатор арт. 3418 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/f14/66mcderel22636831p4dn21j2icubizr.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/okklyudator-art-3418-pp-belmedinstrumenty/
okklyudator-art-3421-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ОККЛЮДАТОР арт.3421 ПП,00000071566,00000071566,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Окклюдатор арт. 3421 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/04b/p1sis01rtnjsy0v6m7m5wh2an11jtfkl.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/okklyudator-art-3421-pp-belmedinstrumenty/
okklyudator-art-3422-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ОККЛЮДАТОР арт.3422 ПП,00000071567,00000071567,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Окклюдатор арт. 3422 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/ac7/4ioa18ra6d2jh67ewbdehujabgb6apaf.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/okklyudator-art-3422-pp-belmedinstrumenty/
okklyudator-magnitnyy-art-3411-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ОККЛЮДАТОР МАГНИТНЫЙ арт.3411 ПП,00000071564,00000071564,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Окклюдатор магнитный арт. 3411 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/fc4/o504tn92m3sl3nowucfrhch3agm4gset.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/okklyudator-magnitnyy-art-3411-pp-belmedinstrumenty/
rezak-dlya-gipsa-170mm-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,РЕЗАК ДЛЯ ГИПСА 17 мм,00000071584,00000071584,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Резак для гипса 17мм /БМИ,https://www.vladmiva.ru/upload/iblock/5f5/r1idc3btlhtbp3tt8xh2o6l1ujtozvms.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/rezak-dlya-gipsa-170mm-belmedinstrumenty/
shpatel-dvukhstoronniy-d-tsementa-art-102-3-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ШПАТЕЛЬ ДЛЯ ЦЕМЕНТА двухсторонний арт.102-3 МП,00000072549,00000072549,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Шпатель двухсторонний д/цемента арт. 102-3 МП/БМИ,https://www.vladmiva.ru/upload/iblock/ce8/taaodmpzw7igjvpa7xrapv52unzyye2s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/shpatel-dvukhstoronniy-d-tsementa-art-102-3-mp-belmedinstrumenty/
shchiptsy-klyuvovidnye-d-koronok-art-220-1mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЩИПЦЫ КЛЮВОВИДНЫЕ ДЛЯ КОРОНОК арт. 220-1 МП,00000072559,00000072559,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Щипцы клювовидные д/коронок арт. 220-1МП /БМИ,https://www.vladmiva.ru/upload/iblock/125/uhiapuf9jq375rdbq4jq7okgt3g3h7hj.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/shchiptsy-klyuvovidnye-d-koronok-art-220-1mp-belmedinstrumenty/
shchiptsy-kramponnye-2-art-220-2-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЩИПЦЫ КРАМПОННЫЕ №2 арт.220-2 МП,00000072556,00000072556,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Щипцы крампонные №2 арт. 220-2 МП /БМИ,https://www.vladmiva.ru/upload/iblock/a76/1adaakpy6pdymflvkmfq7bqzspnk1yse.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/shchiptsy-kramponnye-2-art-220-2-mp-belmedinstrumenty/
shchiptsy-kramponnye-art-3247-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЩИПЦЫ КРАМПОННЫЕ ОРТОДОНТИЧЕСКИЕ арт.3247 ПП,00000072555,00000072555,,1,Стоматология > Стоматологические инструменты ЗБМИ > Ортопедические и зуботехнические инструменты,Шприц крампонный арт. 3247 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/ca6/59x7gq98sajkehwb0bed85yt6ygb3vt2.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/ortopedicheskie-i-zubotekhnicheskie-instrumenty/shchiptsy-kramponnye-art-3247-pp-belmedinstrumenty/
gladilka-dvukhstoronnyaya-6-art-10-2-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,Гладилка двухсторонняя №6 арт. 10-2 МП /Белмединструменты,00000072548,00000072548,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка двухсторонняя №6 арт. 10-2 МП /БМИ,https://www.vladmiva.ru/upload/iblock/ddf/1x1i8l3s4u0501iajsashvopi63jbw37.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-dvukhstoronnyaya-6-art-10-2-mp-belmedinstrumenty/
gladilka-d-modelirovaniya-sinyaya-pr-art-5000-2-1s-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ДЛЯ МОДЕЛИРОВАНИЯ ПР арт.5000-2-1с ЮП,00000071537,00000071537,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка д/моделирования ПР арт. 5000-2-1с ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/42a/z5e6pj0sy1lnup9oya8qy09nrghskzkb.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-d-modelirovaniya-sinyaya-pr-art-5000-2-1s-yup-belmedinstrumenty/
gladilka-s-krugloy-golovkoy-4-pr-siniy-art-9000-6-4s-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА С КРУГЛОЙ ГОЛОВКОЙ №4 ПР синий арт.9000-6-4с ЮП,00000071540,00000071540,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка с круглой головкой №4 ПР синий арт. 9000-6-4с ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/426/1okr4s6e2f7hmjgxgeloxa1xhpjjd3o4.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-s-krugloy-golovkoy-4-pr-siniy-art-9000-6-4s-yup-belmedinstrumenty/
gladilka-s-krugloy-golovkoy-4-sr-art-9000-5-4-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА С КРУГЛОЙ ГОЛОВКОЙ №4 СР арт.9000-5-4 ЮП,00000071528,00000071528,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка с круглой головкой № 4 СР арт. 9000-5-4 ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/9de/rbiqoc64xf2oqmophgn0xlei89w8a9ed.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-s-krugloy-golovkoy-4-sr-art-9000-5-4-yup-belmedinstrumenty/
gladilka-sharovidnaya-art-10-1-sp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА СЕРПОВИДНАЯ арт.10-1 СП,00000071437,00000071437,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка шаровидная арт. 10-1 СП /БМИ,https://www.vladmiva.ru/upload/iblock/58f/k712q7p09zm13ej7hr05wsv44012dl4u.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-sharovidnaya-art-10-1-sp-belmedinstrumenty/
gladilka-serpovidnaya-art-10-4-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА СЕРПОВИДНАЯ арт.10-4 МП,00000071436,00000071436,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка серповидная арт. 10-4 МП /БМИ,https://www.vladmiva.ru/upload/iblock/735/u5qj65lecci40v0chfbvq30yj1pfjb10.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-serpovidnaya-art-10-4-mp-belmedinstrumenty/
gladilka-shg-3-art-10-7-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ 3 арт.10-7 МП,00000071441,00000071441,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 3 арт. 10-7 МП /БМИ,https://www.vladmiva.ru/upload/iblock/d1e/a4rd0tryf0693jy87m6ute0dz3xwgeis.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-3-art-10-7-mp-belmedinstrumenty/
gladilka-shg-1-art-10-5-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ №1 арт.10-5 МП,00000071439,00000071439,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 1 арт. 10-5 МП /БМИ,https://www.vladmiva.ru/upload/iblock/294/e7t3bvbafu21jy0ghjuyyplw24o481gv.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-1-art-10-5-mp-belmedinstrumenty/
gladilka-shg-1-art-10-8-sp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ №1 арт.10-8 СП,00000071438,00000071438,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 1 арт. 10-8 СП /БМИ,https://www.vladmiva.ru/upload/iblock/dac/t92hpw0n7uebdpr51wp02byub4kncse0.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-1-art-10-8-sp-belmedinstrumenty/
gladilka-shg-2-art-10-6-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ №2 арт. 10-6 МП,00000071440,00000071440,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 2 арт. 10-6 МП /БМИ,https://www.vladmiva.ru/upload/iblock/951/46fnmo7yleqlsowjpcnh7szlecjt6oyz.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-2-art-10-6-mp-belmedinstrumenty/
gladilka-shg-2-art-10-9-sp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ №2 арт.10-9 СП,00000071442,00000071442,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 2 арт. 10-9 СП /БМИ,https://www.vladmiva.ru/upload/iblock/801/lvwvwhaoe886te1ugv1rdrefo9fk3l2r.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-2-art-10-9-sp-belmedinstrumenty/
gladilka-shg-3-art-10-10-sp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ГЛАДИЛКА ШГ №3 арт.10-10 СП,00000071443,00000071443,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Гладилка ШГ № 3 арт. 10-10 СП /БМИ,https://www.vladmiva.ru/upload/iblock/199/gyhxfdxnxx9tez1ljuvl8amufuyko2cj.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/gladilka-shg-3-art-10-10-sp-belmedinstrumenty/
derzhatel-d-salfetok-metallich-art-1051-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ДЕРЖАТЕЛЬ ДЛЯ САЛФЕТОК /металл/арт.1051 ПП,00000071560,00000071560,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Держатель д/салфеток металлич.арт. 1051 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/d55/7v8hioboeho23r8ixjgtvpl39es0bwry.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/derzhatel-d-salfetok-metallich-art-1051-pp-belmedinstrumenty/
derzhatel-d-salfetok-art-1052-pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ДЕРЖАТЕЛЬ ДЛЯ САЛФЕТОК арт.1052 ПП,00000071559,00000071559,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Держатель д/салфеток арт. 1052 ПП /БМИ,https://www.vladmiva.ru/upload/iblock/3ef/q3tgmt4y8791lkgkvs0oz424vtd5ilrr.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/derzhatel-d-salfetok-art-1052-pp-belmedinstrumenty/
zerkalo-stomat-art-1903pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1903 ПП,00000071424,00000071424,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1903ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1903pp-belmedinstrumenty/
zerkalo-stomat-art-1904pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1904 ПП,00000071426,00000071426,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1904ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1904pp-belmedinstrumenty/
zerkalo-stomat-art-1905pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1905 ПП,00000071425,00000071425,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1905ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1905pp-belmedinstrumenty/
zerkalo-stomat-art-1907pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1907 ПП,00000071427,00000071427,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1907ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1907pp-belmedinstrumenty/
zerkalo-stomat-art-1908pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1908 ПП,00000071428,00000071428,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1908ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1908pp-belmedinstrumenty/
zerkalo-stomat-art-1909pp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗЕРКАЛО СТОМАТОЛОГИЧЕСКОЕ арт.1909 ПП,00000071429,00000071429,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зеркало стомат. арт 1909ПП /БМИ,https://www.vladmiva.ru/upload/iblock/87e/wkn6x4dqks357l0tlbxpta8pgr7xu21s.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zerkalo-stomat-art-1909pp-belmedinstrumenty/
zond-zakruglen-i-shtopfer-konusoobr-pr-art-5000-2-3s-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ЗАКРУГЛЕННЫЙ И ШТОПФЕР КОНУСООБРАЗНЫЙ ПР арт.5000-2-3с,00000071539,00000071539,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд закруглен. и штопфер конусообр. ПР арт. 5000-2-3с ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/657/tk580ikmh2etinh0nxwb4l3ceoac2rce.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-zakruglen-i-shtopfer-konusoobr-pr-art-5000-2-3s-yup-belmedinstrumenty/
zond-zakruglen-i-shtopfer-konusoobr-sr-art-5000-1-3-lmp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ЗАКРУГЛЕННЫЙ И ШТОПФЕР КОНУСООБРАЗНЫЙ СР арт. 5000-1-3 ЛМП,00000071527,00000071527,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд закруглен.и штопфер конусообр.СР арт. 5000-1-3 ЛМП /БМИ,https://www.vladmiva.ru/upload/iblock/42e/mr8rad7zf4bzmiv5gvkkrd5q5kl3v5p9.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-zakruglen-i-shtopfer-konusoobr-sr-art-5000-1-3-lmp-belmedinstrumenty/
zond-izognutyy-art-30-3-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ИЗОГНУТЫЙ арт.30-3 МП,00000071445,00000071445,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд изогнутый арт. 30-3 МП /БМИ,https://www.vladmiva.ru/upload/iblock/d0b/4h3q0drc6o6xc2xxvbkpy0b5jsmht0oi.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-izognutyy-art-30-3-mp-belmedinstrumenty/
zond-serpovidnyy-art-30-4-mp-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ИЗОГНУТЫЙ арт.30-4 МП,00000072532,00000072532,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд серповидный арт. 30-4 МП /БМИ,https://www.vladmiva.ru/upload/iblock/839/5qwmxmh9whbvxx7z1x8634ebwss0celq.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-serpovidnyy-art-30-4-mp-belmedinstrumenty/
zond-izognutyy-s-chernoy-ruchkoy-art-9000-8-1-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ИЗОГНУТЫЙ С ЧЕРНОЙ РУЧКОЙ арт.9000-8-1 ЮП,00000071546,00000071546,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд изогнутый с черной ручкой арт. 9000-8-1 ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/3bd/py0s09p636wt365k05bzjzj9nf6pfhn4.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-izognutyy-s-chernoy-ruchkoy-art-9000-8-1-yup-belmedinstrumenty/
zond-izognutyy-sr-art-9000-2-1-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ИЗОГНУТЫЙ СР арт.9000-2-1 ЮП,00000071529,00000071529,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд изогнутый СР арт. 9000-2-1 ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/10c/xocsdoie1yqf0uycm9tv07xvx2qjfs4e.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-izognutyy-sr-art-9000-2-1-yup-belmedinstrumenty/
zond-izognutyy-l-15mm-art-30-1-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЗОНД ИЗОГНУТЫЙ/ L=15мм/ арт. 30-1 СП,00000071444,00000071444,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Зонд изогнутый L=15мм арт. 30-1 СП /БМИ,https://www.vladmiva.ru/upload/iblock/e83/6m9g72ugn20uts50zaohodklhmrm7aj0.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/zond-izognutyy-l-15mm-art-30-1-belmedinstrumenty/
instrument-zhelobovatyy-d-snyatiya-zub-otlozheniy-siniy-2-sr-art-4000-2-2-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИНСТРУМЕНТ ДЛЯ СНЯТИЯ ЗУБНЫХ ОТЛОЖЕНИЙ/ желобоватый синий № 2 СР/арт. 4000-2-2 ЮП,00000071433,00000071433,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Инструмент желобоватый д/снятия зуб.отложений синий №2 СР арт. 4000-2-2 ЮП/БМИ,https://www.vladmiva.ru/upload/iblock/043/7mbag1cxqbycyeglmul2t26mo6b27hpt.png | https://www.vladmiva.ru/upload/iblock/5ce/wyn4ld5yo6v1yu50m30agzrbjwfxxpuw.png,2,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/instrument-zhelobovatyy-d-snyatiya-zub-otlozheniy-siniy-2-sr-art-4000-2-2-yup-belmedinstrumenty/
instrument-d-snyatiya-zub-otlozheniy-serpovidnyy-1sr-krasnyy-art-4000-2-1-yup-belmedinstrumenty,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИНСТРУМЕНТ ДЛЯ СНЯТИЯ ЗУБНЫХ ОТЛОЖЕНИЙ/ серповидный № 1 СР красный/ арт.4000-2-1 ЮП,00000071530,00000071530,,1,Стоматология > Стоматологические инструменты ЗБМИ > Терапевтические инструменты,Инструмент д/снятия зуб.отложений серповидный №1СР красный арт. 4000-2-1 ЮП /БМИ,https://www.vladmiva.ru/upload/iblock/28c/g9l83m5nxr9sy4oqlm8asznwo1ymwubv.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/terapevticheskie-instrumenty/instrument-d-snyatiya-zub-otlozheniy-serpovidnyy-1sr-krasnyy-art-4000-2-1-yup-belmedinstrumenty/
