brand,inCatalog,sourceCount,evidenceLevels,sourceTypes,sourceNames,evidenceUrls,nextAction,updatedAt
Plasmapp,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
President,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,NORD STOM,https://nordstom.kz/brand,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
RAY,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Revyline,NO,1,KZ_MARKET_OBSERVED_REVIEW_REQUIRED,KZ_MARKETPLACE_OR_CLASSIFIEDS,Kazakhstan marketplace observations,https://www.olx.kz/uslugi/dlya-biznesa/oborudovanie/q-%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Saeshin,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Sanavita,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,NORD STOM,https://nordstom.kz/brand,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Sanctuary,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Sani,NO,1,KZ_DISTRIBUTOR_CLAIM,KZ_SPECIALIZED_DISTRIBUTOR,Medstom KZ,https://medstom.kz/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Septodont,NO,1,KZ_DISTRIBUTOR_CLAIM,KZ_SPECIALIZED_DISTRIBUTOR,AMDgroup,https://amdgroup.kz/brendy/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Shenzhen Perfect,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Shinhung,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
SHINING 3D,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Shofu,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
SIGER,NO,2,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE | KZ_SPECIALIZED_RETAILER,Denti.kz | Unident Kazakhstan,https://denti.kz/about/ | https://www.unident-online.kz/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Sigmadent SD Ceram,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
SOCO,NO,2,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE | KZ_SPECIALIZED_RETAILER,Denti.kz | NORD STOM,https://denti.kz/about/ | https://nordstom.kz/brand,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Solventum,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
StomaDent,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,NORD STOM,https://nordstom.kz/brand,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Strauss,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,Unident Kazakhstan,https://www.unident-online.kz/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Suntem,NO,1,KZ_MARKET_OBSERVED_REVIEW_REQUIRED,KZ_MARKETPLACE_OR_CLASSIFIEDS,Kazakhstan marketplace observations,https://www.olx.kz/uslugi/dlya-biznesa/oborudovanie/q-%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Tealth,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Thelavicos,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
TOBOOM,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,СТОМир,https://stomir.kz/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Tokuyama Dental,YES,2,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE | KZ_SPECIALIZED_RETAILER,Denti.kz | NORD STOM,https://denti.kz/about/ | https://nordstom.kz/brand,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Tor VM,YES,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,NORD STOM,https://nordstom.kz/brand,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
TORNADO,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Ultradent,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
UP3D,NO,1,KZ_MARKET_OBSERVED_REVIEW_REQUIRED,KZ_MARKETPLACE_OR_CLASSIFIEDS,Kazakhstan marketplace observations,https://www.olx.kz/uslugi/dlya-biznesa/oborudovanie/q-%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
VDW,YES,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,NORD STOM,https://nordstom.kz/brand,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Vericom,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
VITA,YES,2,KZ_DISTRIBUTOR_CLAIM | KZ_EVIDENCE_RECORDED_IN_CATALOG,KZ_SPECIALIZED_DISTRIBUTOR | INTERNAL_CURATED_CATALOG,AMDgroup | Existing DentMarket Kazakhstan evidence,https://amdgroup.kz/brendy/ | https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
VOCO,YES,1,KZ_DISTRIBUTOR_CLAIM,KZ_SPECIALIZED_DISTRIBUTOR,AMDgroup,https://amdgroup.kz/brendy/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
VRN,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
VT Cosmetics,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
W&H,YES,1,KZ_DISTRIBUTOR_CLAIM,KZ_SPECIALIZED_DISTRIBUTOR,AMDgroup,https://amdgroup.kz/brendy/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Wellmed,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
Woodpecker,YES,1,KZ_EVIDENCE_RECORDED_IN_CATALOG,INTERNAL_CURATED_CATALOG,Existing DentMarket Kazakhstan evidence,https://dentmarket-shop.vercel.app/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Xpect Vision,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
XTCERA,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
YouJoy,YES,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,Unident Kazakhstan,https://www.unident-online.kz/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
Zhermack,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,Unident Kazakhstan,https://www.unident-online.kz/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
ZION,NO,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_MARKETPLACE,Denti.kz,https://denti.kz/about/,BUILD_CANONICAL_MANUFACTURER_CATALOG,2026-07-23
ZT Dental,YES,1,KZ_CATALOG_OBSERVED,KZ_SPECIALIZED_RETAILER,СТОМир,https://stomir.kz/,AUDIT_COMPLETE_KZ_LINE_AND_REFERENCES,2026-07-23
