brand,manufacturer,canonicalProductName,manufacturerRef,sourceAliases,variantLabel,kzStatus,publishedCard,evidenceUrl,lastChecked,notes
BISCO,"BISCO, Inc.",Choice 2,C-411OPP,Choice 2 Veneer Cement Universal Opaque,"Шприц 4,5 г · оттенок Universal Opaque",KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2,C-411MOP,Choice 2 Veneer Cement Milky Opaque,"Шприц 4,5 г · оттенок Milky Opaque",KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2,C-411MBP,Choice 2 Veneer Cement Milky Bright,"Шприц 4,5 г · оттенок Milky Bright",KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2,C-39010K,Choice 2 Starter Kit All-Bond Universal,Стартовый набор с All-Bond Universal,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2,C-3900K,Choice 2 Starter Kit All-Bond 3,Стартовый набор с All-Bond 3,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2,C-3900K-EU,Choice 2 Starter Kit All-Bond 3 EU,Стартовый набор с All-Bond 3 · международная комплектация,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog calls this family Choice 2 Kit
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412A1P,Choice 2 Try-In Paste A1,Шприц 2 г · оттенок A1,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412A2P,Choice 2 Try-In Paste A2,Шприц 2 г · оттенок A2,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412A3P,Choice 2 Try-In Paste A3,Шприц 2 г · оттенок A3,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412B1P,Choice 2 Try-In Paste B1,Шприц 2 г · оттенок B1,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412TRP,Choice 2 Try-In Paste Translucent,Шприц 2 г · оттенок Translucent,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412OPP,Choice 2 Try-In Paste Universal Opaque,Шприц 2 г · оттенок Universal Opaque,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412MOP,Choice 2 Try-In Paste Milky Opaque,Шприц 2 г · оттенок Milky Opaque,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-412MBP,Choice 2 Try-In Paste Milky Bright,Шприц 2 г · оттенок Milky Bright,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Choice 2 Try-In Paste,C-39011K,Choice 2 Try-In Paste Kit,Набор примерочных паст · 4 оттенка,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Core-Flo DC,A-23011P,Core-Flo DC Natural A1,Двойной шприц · оттенок Natural / A1,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog uses the shorter CORE-FLO family name
BISCO,"BISCO, Inc.",Core-Flo DC,A-23012P,Core-Flo DC Opaque White,Двойной шприц · оттенок Opaque White,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog uses the shorter CORE-FLO family name
BISCO,"BISCO, Inc.",Core-Flo DC Lite,A-17801P,Core-Flo DC Lite Natural A1,Двойной шприц · оттенок Natural / A1,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Core-Flo DC Lite,A-17803P,Core-Flo DC Lite Opaque White,Двойной шприц · оттенок Opaque White,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Core-Flo DC Lite,AB-17410K,Core-Flo DC Lite with Universal Primer,Набор с Universal Primer,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Duo-Link Universal,A-19620K,Duo-Link Universal Adhesive Cementation System,Набор для адгезивной фиксации,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog uses the shorter DUO-LINK family name
BISCO,"BISCO, Inc.",eCEMENT,C-52410K-EU,eCEMENT Adhesive Cementation System Kit,Набор для адгезивной фиксации,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Etch-37,E-5503EM,Etch-37 Syringe Package,Набор шприцев,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Fortify,G-9301F,Fortify Bottle,Флакон,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Intraoral Repair Kit,B-22300K,Intraoral Repair Kit,Набор для внутриротового ремонта,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Light-Core,A-1727P,Light-Core Syringe Translucent,Шприц · оттенок Translucent,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Light-Core,A-1728P,Light-Core Syringe Blue,Шприц · оттенок Blue,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Light-Core,A-1725P,Light-Core Unit-Dose Translucent,Капсулы · оттенок Translucent,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Light-Core,A-1729P,Light-Core Unit-Dose Blue,Капсулы · оттенок Blue,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Modeling Resin,G-9316P,Modeling Resin Syringes,Шприцы,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",One-Step,U-1102P,One-Step Bottle,Флакон,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",One-Step Plus,U-2001P,One-Step Plus Bottle,Флакон,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Porcelain Bonding Resin,B-3110P,Porcelain Bonding Resin Bottle,Флакон,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Porcelain Etchant,E-5707P,Porcelain Etchant 9.5 percent,"Шприц · концентрация 9,5%",KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Porcelain Etchant,E-5702EP,Porcelain Etchant 4 percent,Шприц · концентрация 4%,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Porcelain Primer,B-2221P,Porcelain Primer Bottle,Флакон,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed as a separate product by the Kazakhstan representative
BISCO,"BISCO, Inc.",Bis-Silane,B-3210P,Bis-Silane Two Component Primer,Двухкомпонентный набор,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed as a separate product by the Kazakhstan representative
BISCO,"BISCO, Inc.",Aqua-Prep F,B-2822P,Aqua-Prep F Bottle 6 ml,Флакон 6 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=15&manufacturer_id=3&option=com_virtuemart&Itemid=17,2026-07-22,Local card and two official packaging references are recorded
BISCO,"BISCO, Inc.",Aqua-Prep F,B-2824P,Aqua-Prep F Bottle 30 ml,Флакон 30 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=15&manufacturer_id=3&option=com_virtuemart&Itemid=17,2026-07-22,Local card and two official packaging references are recorded
BISCO,"BISCO, Inc.",Biscover LV,G-9335,Biscover LV Bottle 5 ml,Флакон 5 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=43&category_id=31&manufacturer_id=3&option=com_virtuemart&Itemid=17,2026-07-22,Still listed locally but no longer in the current global storefront; confirm availability before attaching offers
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100A1P,Quantium Syringe A1 Body,Шприц 4 г · A1 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100A2P,Quantium Syringe A2 Body,Шприц 4 г · A2 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100A3P,Quantium Syringe A3 Body,Шприц 4 г · A3 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100A35P,Quantium Syringe A3.5 Body,Шприц 4 г · A3.5 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100B1P,Quantium Syringe B1 Body,Шприц 4 г · B1 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-100B2P,Quantium Syringe B2 Body,Шприц 4 г · B2 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110A1P,Quantium Syringe A1 Enamel,Шприц 4 г · A1 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110A2P,Quantium Syringe A2 Enamel,Шприц 4 г · A2 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110A3P,Quantium Syringe A3 Enamel,Шприц 4 г · A3 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110A35P,Quantium Syringe A3.5 Enamel,Шприц 4 г · A3.5 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110B1P,Quantium Syringe B1 Enamel,Шприц 4 г · B1 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-110B2P,Quantium Syringe B2 Enamel,Шприц 4 г · B2 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-120ICSP,Quantium Syringe Incisal,Шприц 4 г · Incisal,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-130BLCP,Quantium Syringe Bleach,Шприц 4 г · Bleach,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011A1P,Quantium Unit-Dose A1 Body,Капсулы · A1 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011A2P,Quantium Unit-Dose A2 Body,Капсулы · A2 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011A3P,Quantium Unit-Dose A3 Body,Капсулы · A3 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011A35P,Quantium Unit-Dose A3.5 Body,Капсулы · A3.5 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011B1P,Quantium Unit-Dose B1 Body,Капсулы · B1 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1011B2P,Quantium Unit-Dose B2 Body,Капсулы · B2 Body,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111A1P,Quantium Unit-Dose A1 Enamel,Капсулы · A1 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111A2P,Quantium Unit-Dose A2 Enamel,Капсулы · A2 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111A3P,Quantium Unit-Dose A3 Enamel,Капсулы · A3 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111A35P,Quantium Unit-Dose A3.5 Enamel,Капсулы · A3.5 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111B1P,Quantium Unit-Dose B1 Enamel,Капсулы · B1 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1111B2P,Quantium Unit-Dose B2 Enamel,Капсулы · B2 Enamel,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1211ICSP,Quantium Unit-Dose Incisal,Капсулы · Incisal,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-1311BLCP,Quantium Unit-Dose Bleach,Капсулы · Bleach,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-10000K,Quantium Syringe Intro Kit,Начальный набор · шприцы,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Quantium Universal Composite,H-10100K,Quantium Unit-Dose Kit,Начальный набор · капсулы,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch,E-59010P,Select HV Etch Syringe Package,Набор шприцев,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch,E-59100K,Select HV Etch Bulk Syringe Kit,Большой шприц · комплект,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch,E-59060P,Select HV Etch Bulk Syringe,Большой шприц,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch w/BAC,E-59110P,Select HV Etch w BAC Syringe Package,Набор шприцев,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch w/BAC,E-59200K,Select HV Etch w BAC Bulk Syringe Kit,Большой шприц · комплект,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Select HV Etch w/BAC,E-59160P,Select HV Etch w BAC Bulk Syringe,Большой шприц,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraBase,H-35001P,TheraBase Dual-Syringe,Двойной шприц,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraCal PT,H-34110P,TheraCal PT Dual-Syringe,Двойной шприц 4 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraCal PT,H-34111P,TheraCal PT Dual-Syringe 2g,Двойной шприц 2 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraCem,D-46311P,TheraCem Dual-Syringe,Двойной шприц,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",TheraCem Ca,D-46501P,TheraCem Ca 8g,Двойной шприц 8 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraCem Ca,D-46502PS,TheraCem Ca 1g,Двойной шприц 1 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Uni-Etch,E-5502EM,Uni-Etch 4 Syringe Package,Набор · 4 шприца,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog names the family UNI-ETCH 32%
BISCO,"BISCO, Inc.",Uni-Etch,E-5632EM,Uni-Etch Syringe,Шприц,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog names the family UNI-ETCH 32%
BISCO,"BISCO, Inc.",Uni-Etch,E-5637E,Uni-Etch Bulk Bottle,Большой флакон,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog names the family UNI-ETCH 32%
BISCO,"BISCO, Inc.",Uni-Etch w/BAC,E-5502EBM,Uni-Etch w BAC 4 Syringe Package,Набор · 4 шприца,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Uni-Etch w/BAC,E-56621P,Uni-Etch w BAC Bulk Syringe,Большой шприц,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Uni-Etch w/BAC,E-5637EB,Uni-Etch w BAC Bulk Bottle,Большой флакон,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Universal Primer,B-4110P,Universal Primer Part A and B Set,Комплект флаконов Part A + Part B,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Z-Prime Plus,B-6002P,Z-Prime Plus 2ml,Флакон 2 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Z-Prime Plus,B-6001P,Z-Prime Plus 4ml,Флакон 4 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",ZirClean,B-7351P,ZirClean Syringe,Шприц,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Regular Orange Applicators,X-80250P,Regular Orange Applicators,Упаковка аппликаторов,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Endo White Applicators,X-80243R,Endo White Applicators,Упаковка аппликаторов,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Blue Bristle Brush Applicators,X-80247R,Blue Bristle Brush Applicators,Упаковка аппликаторов,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Disposable Mixing Wells — Single,X-80497P,Disposable Mixing Wells Single,Одноразовые ёмкости · одно отделение,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Disposable Mixing Wells — Double,X-80496B,Disposable Mixing Wells Double,Одноразовые ёмкости · два отделения,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Dual-Syringe Dispenser,L-22020P,Dual-Syringe Dispenser,Диспенсер,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Unit-Dose Syringe,X-80801P,Unit-Dose Syringe,Диспенсер для капсул,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Dual-Syringe Static Mixing Tips,X-81252P,Dual-Syringe Static Mixing Tips,Упаковка смесительных насадок,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Dual-Syringe Mixing & Intraoral Tips,X-81257P,Dual-Syringe Mixing and Intraoral Tips,Упаковка смесительных и внутриротовых насадок,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Dual-Syringe Mixing & Root Canal Tips,X-81267P,Dual-Syringe Mixing and Root Canal Tips,Упаковка смесительных и эндодонтических насадок,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Aeliteflo Syringe Tips 19G,X-80616N,Aeliteflo Syringe Tips 19G,Чёрные насадки 19G,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Porcelain Etchant Plastic Tips,X-80602N,Porcelain Etchant Plastic Tips,Чёрные пластиковые насадки,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
